id,author,updated_time,spent,stars,contents
34136034,赫连若之,2022-11-19 00:24:21,45259,5,57级
34135939,杰尼龟的小摊,2022-11-19 00:04:09,663,1,这个游戏真难，900抽全是大保底，每个up平均23000原石
34135883,钓鱼的猫,2022-11-18 23:51:15,0,5,须弥地图：立绘建模：3.2版本：
34135867,,2022-11-18 23:46:54,0,5,牛波一
34135798,User352951914,2022-11-18 23:21:41,803,1,以前都玩的好好的，现在启动游戏好几次都显示的启动失败，为什么？
34135796,嘉乐,2022-11-18 23:21:04,0,5,很好玩
34135779,胤禛,2022-11-18 23:14:42,0,1,垃圾游戏抽卡真的垃圾官方专门针对我
34135767,普通一只荧,2022-11-18 23:10:18,0,5,啊这&hellip;&hellip;怎么回事啊，大佬们帮帮我
34135737,无敌,2022-11-18 22:53:30,0,5,很好
34135555,大雾四起,2022-11-18 20:16:50,0,5,我想问下原神 什么配置的手机玩起来丝滑，我自己的是带不动 打算买一个 有推荐吗
34135544,青崖,2022-11-18 20:06:35,0,3,端游和平板玩家，渠道服，没统计时长。开服就玩了，准确讲是可莉池入的坑，朋友打算卖掉的琴+刻晴的2金号送我玩的，玩到现在也抽到好多角色了，都舍不得卖掉了。大号小保底必歪已经麻木了，小号定规纳西妲专武然后歪了两次飞雷也已经麻木了，看到欧皇十连双黄三黄四黄也不会再破防了，大保底人还怕啥呢。bgm很好听，闲的没事儿找个喜欢的地方挂机听歌也不错，只要不抽卡那就一切太平万事如意事事顺心心想事成。
34135537,鲸落,2022-11-18 20:03:24,0,5,非常棒
34135532,向明,2022-11-18 20:01:04,0,5,好游戏，后期会变得不怎么感兴趣，但依旧能玩下去的理由
34135511,亘古星空,2022-11-18 19:47:10,0,1,氪金太厉害了就是单机游戏。联机连任务都没法做。氪金英雄跑得快给平民玩家的英雄跑得慢。有的任务跑的慢直接就死掉连任务都做不了。想过任务就氪金不氪金就打个1年2年把那点资源给打出来就可以过任务了。
34135461,↓＋U打完立马按↓＋I,2022-11-18 19:24:29,96,5,总体我还是挺喜欢的
32998323,他,2022-11-18 19:08:02,39794,4,米哈游你睡了吗?我睡不着。屑屑你米哈游。存了3个月的原石抽公子，85歪迪卢克又82大保底，现在70抽了还没出。屑屑你米哈游，
34135309,小猫扁扁,2022-11-18 18:26:16,0,2,优点：美工，音乐缺点：剧情，圣遗物，抽卡抽卡：既然原神的资源获取需要相当的时间投入，那就不要弄大小保底机制，可以考虑将保底改为100且必出up角色。明白你游喜欢恰米，但是这游戏抽卡真的能劝退很大一部分玩家，而且大小保底机制根本决定不了太多流水，真正的流水都是那些动不动氪金抽五星命座的大佬，为了玩家体验和保持游戏玩家粘性希望抽卡还是稍微良心一点圣遗物：你游有能力开发全新机制，非要把痒痒鼠那套恶心人的御魂机制搬运过来，这圣遗物加上抽卡一套恶心人的组合技直接劝退大部分玩家，这部分需要改进剧情：不如崩坏三，须弥剧情怎么样懂得都懂音乐：音乐做的挺顶级，但是为了玩家游戏体验考虑可以出这样一个设置，让玩家在游戏设置能调节自己想听的音乐，让玩家用户体验更高。美工：美工也没什么好说的，确实顶级我相信原神如果能取长补短，一定能减少百分之八十以上的差评（指抽卡和圣遗物）
33541260,青空Mr.DengL,2022-11-18 18:18:56,0,3,米忽悠！还能不能让人欧一次，非得非到退游???！！！！！3.1送二十个纠缠都消除不了我非酋痛彻心扉的恨，90发保底的81歪就算了，up三个十连没有坎蒂丝，常驻保底天空脊，56级了没有一本流浪，白给了一年多，我开个小号单抽都有两本流浪焯。玩不下去了，微氪玩家怎么玩，次次都歪，歪的一次比一次后，从最开始四十五十到现在都80+了，这怎么玩，这要怎么玩！我都已经跳了那么多卡池了，提纳里出来的时候，微氪玩家第一次氪了纪行，就是因为武器池歪了钟离外观专武，纪行的绿弓至少在外观上能和提纳里搭一搭，然后我就去抽，结果角色池81发歪了，这要怎么玩，终究是我太非号太非配不上你的氪金力度。我可去你的吧，我小号第一个金60多歪了，我大号这么非第一个金都是40多歪的，你搞我心态呢什么深夜破大防两星，给美术音乐和剧情cv我就应该在手机主板烧坏的时候退游，在我还没有心累，破防的时候，早早退游，才是明智的选择，只是我自己愚蠢，又买了新的手机，下回来了，如果有个时光机器，我一定要穿越到那个时候，把那个时候的我，揍吐血了，教他做人果然喜欢得越多，破防带来的伤害越厉害，越深刻沃日了，今天又没有抽出流浪，三把笛剑了米哈游今天光遇欧若拉季，网易云音乐抽vip，咱一抽就是三个月，最多的那个，原神你看看人家！怎么说呢，好像欧了，但是好像没欧，我献祭了一堆人，你不给我莱依拉，却给了我第一本流浪&hellip;&hellip;！阿这这这？？？？
34135147,吃鸡,2022-11-18 17:46:49,0,5,很棒的游戏
34135136,雨夜孤行,2022-11-18 17:42:32,0,5,特别好玩
34135086,星辰,2022-11-18 17:29:47,48551,4,个人吐槽，对他人毫无参考价值，前肝帝现老闲鱼的吐槽，手机电脑混合玩家。地图必须跟着任务开是真的有点难受，一年多了我也觉得乏力了。现在剧情也觉得越来越拉了，主线还好，就角色的任务吧，真的拉夸，直接改名NPC传说任务得了。人物塑造也没以前多样了，赛诺直接对标魈对标迪卢克，但人家魈自身剧情过硬，卢姥爷的剧情也非常有亮点，赛诺的呢（三个角色我都很喜欢魈宝3+2，赛诺3+1，姥爷对不起了我只能给你一件衣服了）。再说小提，人设上明明有毒舌这一条，但剧情上根本没有表现出来，或者说表现了但很失败。赛诺和小提的塑造给我都有种刻板，模板的感觉。mhy不是不能做好人物塑造，温迪的任务到现在我都还在感动，可以称得上历历在目，但是温迪之后很少有剧情但我惊艳的了，大都只能称得上一句中规中矩。还有妮露，我真的无语了，这样性格的角色有一个两个就可以了，每个国家都要来一个是吧，蒙德的芭芭拉诺艾尔，璃月的甘雨，稻妻的绫华，她们的性格都有点唯唯诺诺，明明很优秀就是看不见，人气很高人缘超好，她们的性格总的来说大差不差，这样的角色多了真的不会审美疲劳吗。说实话，刚开始我对海参哥真的无感，无论xp还是性格，后来我喜欢上了，因为他是真的毒舌，真的不把人放在眼里，靠，就这不同的性格我就要抽他。迪希雅也很好啊，外表和性格都是豪迈大气的女生，细节上有表现出一些女孩子喜欢的爱好。胡桃古灵机怪，真的很独特的性格，这不是会做的吗，你现在是飘了吗。还记得层岩开的第三天我在完全不跟视频的情况下探索达98到现在沙漠完全没动过，妮露的剧情更是完全跳过，这是我玩原神一年多第一次条剧情，以前我遇到每日委托里的剧情都会认真看完，现在完全摆烂。拜托，认真最好剧情能不能行，这游戏到后期真的只能靠剧情和人物留住玩家了，不然我早润了。有什么意思呢，每天上线肝委托，清体力养角色，圣遗物坐牢，之后呢？现在手上的角色越来越多，我也越来越觉得养角色的意义何在呢。地图跑来跑去也就那么点，我养一个角色一定会养到我认为满意为止，基本也是小毕业了，这种练度无论那个角色大世界都是换一种当时乱杀，没意思。我他妈求你认真做好每一个角色行不行！哦，对了，忘记吐槽了，主线是精彩不错不代表没有槽点。上个版本的主线，我真的搞不懂去找镀金旅团那么危险的事还要带上一个小孩子，那小孩误会迪希雅冲出去的时候真的无语住了。还有镀金旅团老大的刀下一秒都要砍到迪希雅身上了，主角艾尔海森赛诺居然只是面部表情表达了自己的情绪，身体上毫无作为，按海参哥和赛诺的性格怎么也不是看着女孩子挡在前面的人，这种时候他们不冲上去来开迪希雅挡住那一刀我真的不是很认可，很不符合他们的性格。这个版本，无论是海报还是铺垫，散兵和他的机甲都很有噱头，结果呢，好像随便就被干掉了，新周本体验感觉也稀烂。
34135075,User392717631,2022-11-18 17:27:42,928,4,牛逼
34135073,雾雨,2022-11-18 17:27:40,0,5,特别好玩！
34135058,小李,2022-11-18 17:22:58,0,5,very好玩
34135035,乐知,2022-11-18 17:17:32,0,5,用心体会用心玩，会感受到原神的美。
34135009,逆袭一Studing,2022-11-18 17:13:28,5886,5,不错
34134983,.,2022-11-18 17:08:11,0,4,嗯第一次写长评见谅首先作为一个uid20开头的玩家，玩的时间还是可观的。期间确实没氪过金，七八个up五星也够用，打个四星是对自己的尊重。但是现在原神的可玩性确实不大了，基本全靠推的角色撑着，每天上线看看老公之后委托体力都懒得清。大世界配队也有很多绑死的情况，明明是开放性手游真没必要玩成王者那样的MOBA。提一下最近的活动剧情，真的感觉没营养，除了蕈兽颜值抗打就真没什么亮点了，可以说又臭又长还没多少除了天赋书指望用得着的奖励，而且活动最后的pv也明显不如归风佳酿节，让人还没来得及感觉到什么就直接过了。还有就是配队的死板，比如须弥大世界解密什么的硬性要求要带草（在蒙德怎么没看到你除了方碑以外一定要带风）像我这种手残清死域还得全程绑弓箭和奶妈输出不够还占两个位就很烦。其次就是各种副本，不得不说米哈游，辰砂是被你吃了吗给魈攒嫁妆半天刷一堆余响。当然还有值得夸一夸的地方，须弥的音乐和建模确实上头，音乐酷狗循环播放，刚开始到赤王陵的时候给我震惊住了，看上去确实很震撼，人物建模也很耐看，但是米哈游你想清楚原神不是乙游顾着角色的时候想想你那五行缺德的机制吧。这个呢是给想入坑的姐妹们的人生忠告保持冷静不要上头不然容易倾家荡产最后是主页证明
33592204,好二次,2022-11-18 17:06:35,31743,5,不知不觉，我已经玩了500多小时，希望米厂初心不变
34134952,夭秋染呐！,2022-11-18 17:02:42,31086,5,3.2版本：
33611028,橙子,2022-11-18 16:58:05,112889,1,游戏给四星，策划**扣一星，魔怔人太多再扣一星&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;越玩越无聊，再扣一星，等什么时候出好剧情或者好玩的活动再补上。
32469577,丞丞汁,2022-11-18 16:43:50,44750,5,咱就是说，咱爱米哈游好吧，芜湖～
33657918,迷路°,2022-11-18 16:38:52,6764,4,就等雷神复刻
34134777,TYF,2022-11-18 16:35:46,11579,5,游戏还是要自己体会才能知道合不合适自己
34134774,逐月照君,2022-11-18 16:35:10,0,4,须弥的剧情太水了吧，就一直看剧情可玩度比蒙德璃月底多了
34134772,阳川,2022-11-18 16:34:41,8650,5,提瓦特大陆欢迎你，胡桃，我的胡桃什么时候复刻，胡桃！！我爱胡桃！！我的胡桃！！
34134761,雪轻殇、℡,2022-11-18 16:33:23,0,1,肝氪度：次次大保底，也是真六
34134754,User450030547,2022-11-18 16:32:18,0,5,fjc buc
34134660,User326278100,2022-11-18 16:20:33,23193,5,自由度非常高，画质也很好
34134642,駂,2022-11-18 16:18:26,18352,1,请问你把晶蝶放飞速度慢一点，是会死吗？这些聚集着的，但是又不是很聚集的晶蝶，你让我们这些没早柚的怎么办？一次又一次浪费时间传送吗？当我是***啊！
32764314,doge,2022-11-18 16:15:19,3208,1,从来没有在一款游戏里面这么受罪过这游戏在我而言 抽卡就是折磨福利也少 任务又臭又长 不能跳过的剧情 把手机都要点破了搞了半天几十个石头 做几个任务好不容易一抽 效率也慢还花时间新号都抽卡保底 萌新前期任务也少 有些任务还到处跑找NPC经验等级就给你卡着 打个主线要等好几天日常什么的各种抽卡保底 真恶心我玩其他游戏都是 货随便出 都是考虑要谁不要谁这游戏就是根本不需要考虑要谁不要谁 货都不给你出 更别说哪个池了随随便便出个五又不是不能满足我（毕竟你游要求我已经降到这样了）抽卡都是寻快乐的 出货就是为了开心的然后我就隔着被你气这只是个个人评价捏 我不代表你们其他人反正我玩个游戏还给我玩的火大 体验极差 服你了让我康康有没有mxz来发电新手保底还歪 原石懒攒费时的游戏我是第一次见
34134597,武邵斐,2022-11-18 16:12:41,0,2,1.剧情太恶心人了，啰嗦还不得不看2.各种解谜太耗费精力了，本来工作一天玩玩游戏放松放松，这倒好，还得在这里磕3.福利太少，角色培养相当费劲
34134464,扬扬,2022-11-18 15:59:17,3,5,雷电芽衣，天下第一！
34134438,星星里的月亮,2022-11-18 15:57:06,0,3,好玩，就是她妈的每次都歪，越充钱越歪。换卡池了武器换了个定轨结果2/2变成0/2了，我人直接傻了。同卡池换定轨清零都能理解，谁会知道你换卡池不继承啊？坑了2000多在里面。本来打5星的，直接3星，希望哪天策划能浪子回头。
34134309,戚继光。,2022-11-18 15:45:15,0,1,感觉出个跳过剧情吧，剧情真的拉跨的不行而且很幼稚，也就主线能看
34134291,乚,2022-11-18 15:44:09,23816,1,累了，玩不下去了，比隔壁王者还让人心碎，每次想抽武器都70多抽出，而且还歪，想要一把专武最少200多抽才出，是我累了，心累了，只能说曾经爱过，但是现在我已经彻底放弃了。
34134241,雷眼,2022-11-18 15:39:11,0,5,非常好
34134237,呱,2022-11-18 15:39:04,0,1,呵呵呵呵&rarr;_&rarr;，很非不充钱玩不了，没伤害玩不了，真的服，不玩了
34134147,千幻v,2022-11-18 15:30:25,41214,1,如果歪到极致，就准备退游了，成功让一位热爱这游戏的人心寒了，圣遗物无尽的刷，始终毕不了业，抽卡保底吃满还必歪，50%的欧非概率平衡，我成功坐实了非酋的地位，走了。
34134084,吉川条野,2022-11-18 15:26:02,51572,5,国内开放游戏可以算得上第一吧，虽然缺点是偏向于单机，但质量还是过得去，次次保底也确实痛苦
34133986,星空·,2022-11-18 15:18:18,90633,2,先说我是来吐槽的只能说对老米越来越失望了吧，700多天的60级玩家，从2.0版本稻妻开始，就一直吃大保底角色，练我认识比我少200天的玩家角色都能比我多，同样的月卡玩家，凭什么?为什么就别人可以双金（不指望三，四金什么），而我就只能吃满大保底?一个up角色给我整150抽才出，真好玩对吧？我琴还差一个就可以满命了谢谢你游戏有优秀的地方（优点别人都有说），但运营搞s呢现在的活动，剧情能不能少点一点废话，如果剧情长能不能做有意思一点，虽然2.8的海岛剧情长，但起码有意思，地图什么设计也还不错。现在的活动比如打那个秘境的，不是有一小段剧情吗，那个人废话真多啊，让我打就完事了不行吗，就简单说一句让我帮忙，需要调查什么不就完了吗，铺垫什么，搞我心情吗。还有这次得蕈兽，我直接摆烂好吧，拿个皇冠就走，就看着那几个小东西刮痧呗，有什么意思，我就捡几个技能点，让后就让我就原地罚站对吧？这玩法有什么意思，模仿宝可梦也能不能做好点?别说我云玩家什么，下面附图好吧，要不是对我账号舍不得    740天玩家才15个金up角色  常驻角色金都14个，还得是你老米我从来没有双金过什么，欧可能就魈刚出来的时候，小保底70多出，然后20来几又一个魈了，然后就没有了
30364831,揉揉柔柔,2022-11-18 15:09:27,120001,3,OK了，兄弟们，今年第一次不歪的池子是宵宫，入坑到现在就只有两次小保底没歪，上一次不歪还是去年阿贝多池子，以后不歪一次就加一颗星。 2022.11.7，草神150抽还没出，玩到现在武器池全歪，角色池就两次没歪，真的心寒，老玩家真的是韭菜是吧。                                                               2022.11.18 10抽出公子（变色龙了属于是）
34133895,Rikka,2022-11-18 15:09:19,0,4,很喜欢 所以我是学生 送我万叶
34133825,可爱的地灵仙女,2022-11-18 15:04:19,173,1,你为什么3.3不复刻绫华我嫁妆都攒好了你给我看这个，你这游戏可恶至极带恶人（只是吐槽没有恶意）
34133804,北慕,2022-11-18 15:02:25,0,4,很好玩
34133716,霍雨浩,2022-11-18 14:55:14,0,5,自由度：立绘建模：3.2版本：资源获取：须弥地图：
34133677,孤独笑,2022-11-18 14:51:56,0,1,差评，差评 凭什么 我们要吃大保底，别人30多抽一个 
34133545,衍纸,2022-11-18 14:41:50,1984,5,iPad上玩的，用安卓没时长显示，就光打个分啦
34133516,阿青青啊,2022-11-18 14:39:18,38082,5,也玩了蛮久吧（之前是用另一个手机玩的），虽然角色伤害还是废物的一匹，但是确实是我玩到现在最久的一个游戏了。从上一次胡桃复刻入坑，一直到现在的须弥小草神，五星角色不多，纯看xp抽卡，再加上非酋（已经连吃了5个大保底了）反正是不指望全都要了。反正作为一个开放世界原神是非常棒的，风景好看，建模精细，主线剧情也是肉眼可见的进步，而且还有米哈游塞在各个小角落的彩蛋（和刀子）角色方面（你以为米哈游xp改造系统是什么？！）深渊方面，基本上有两个成型的队伍，不需要太好的圣遗物也是可以打通的（满星另说）！！！！就是。。。太肝了。。。为了把老婆们娶回来，我从一个零氪玩家变成小月卡党，再到现在的大小月卡。。。即便如此我每个版本基本上也就只能攒到大概90来抽，对于一个天天吃满大小保底的非酋只能隔一个版本才能抽中一个限定五星（悲）
34133486,User490768083,2022-11-18 14:37:45,0,4,20多G的内存我可以接受，但是我只玩了1个小时温度就已经有40度了
30134140,阿卡卡卡卡,2022-11-18 14:25:47,0,1,公子歪了莫娜。。。目前为止，我常驻就差小提了，，我真的很怕常驻全齐，那样还歪的话我真的会很难过。。。&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;小草神小保底76没歪，我原谅你了，虽然是别人帮我抽的。打一星是因为二星才计入，我不想看到你的评分降低，当然了这和你没关系，纯粹是为了我喜欢的角色而已。之前说过的，小保底不歪改评价，我说到做到。希望下次也不要歪了，我能接受歪一次不歪一次，因为我知道总有人要歪，不能可着几个人歪，不过我之前四五次连歪，你总得给我还清吧。。反正，希望下次别歪了，我下次要抽的人是我最喜欢的，等了很久了，希望能如愿以偿。另外，看到这条评论的人我不是只知道抽卡，我不热衷于抽卡，我只抽喜欢的角色，不喜欢的是一点都不会碰的，而且大多只抽男角色，我有在好好体验游戏，不劳您费心。我只是写了最让我闹心的一些事而已，至于夸原神的有很多人，我就不多说了。如果不是真的喜欢这个游戏，怎么可能连着歪还能继续玩，又不是受虐狂。总而言之，抽卡是挺闹心的，我发出来让你们知道有人很闹心，说不定还能起到安慰作用呢，不过你要是比我欧，就在心里偷着乐，千万别告诉我，我会把你拉黑的。&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;常驻80出天空之傲，对我没有任何价值。。唉，让我说什么好。。东凑凑西凑凑，抽到七十五没出的时候我就有种不好的预感，果然，上次八十发是风鹰剑。。mhy，我真想骂死你&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;赛诺大保底78出的，无语了常驻75保底出了个迪卢克，更无语了，我现在这个阶段需要的是武器懂吗，我不需要主c了，麻烦下次常驻别给我出角色了OK根本用不到，上次还是80保底的风鹰剑。。。。服了，对你彻底失望，米游社里日常晒欧，都极其离谱，人家欧的离谱，我非得离谱。都不想下池子了，以后就抽四星就练四星，滚吧你大保底的机制真是太可恶了，我在别的游戏哪里受过这种待遇，我呸，mhy我真是烦死你了我现在后悔遇见了原神，然后在你这当了一个非酋，我真诚的希望，欧狗都能给我死远点，别让我看见，你欧你自己偷着乐不行吗，非得发出来让别人和你一起开心，你体会过别人的心情吗，我们不可能跟你一起开心懂吗，就像亿万富翁家里有矿，你看那个工薪家庭替他开心了，笑死，钱又不是我的，你发出来有什么用，你要是真慷慨大方，咋不干脆给我呢，恶心。人家七十多抽五六个金，我要抽一个喜欢的新角色至少要攒三四个月，不买月卡攒的就慢。。。算了，言语至此，希望手游再无第二个原神，凡大保底游戏歪的一律不玩。&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;可莉池子又歪了七七&hellip;&hellip;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;万叶又是快八十抽才出，我的所有角色，几乎都是大保底，不仅歪还保底，歪就算了你还给我八十抽出一个，我吐了，mhy，你根本不值得。&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;你是真的抠&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;绫华池子歪了七七，非常好，好极了，等万叶了，啥时候不歪了我啥时候改评价&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;我真的很难过，身边所有人都比我欧，我就是最非的那个，我已经明白了，以后一分钱都不会再花，大月卡不会买了，这个月小月卡完事也不会再续，再见吧您，我真的很无语，我已经彻底失望了，我很穷，我不配玩这游戏希望你和你家大保底机制天长地久哈&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;温迪歪了，绫人继续歪，mhy你真棒，还都歪刻晴温迪和绫人都是大保底，心情差到不想养。不好意思，什么时候不歪了什么时候改四星你家大保底是真的恶心。本来我还没什么想法，结果身边全是欧狗，我真的会谢
34133302,野王老师,2022-11-18 14:21:51,0,5,好玩
34133263,白洋司雾,2022-11-18 14:18:37,0,5,很棒
34133215,天,2022-11-18 14:14:34,0,5,抽卡概率太低
34133210,酒赎金凰,2022-11-18 14:14:22,0,5,除了比较考研手机外，都已经算是顶尖了。
34133148,慕冉.,2022-11-18 14:09:27,159,5,20级的萌新有人带吗
29560929,dio,2022-11-18 14:06:50,29629,2,立绘建模：手游中还行3.2版本：无聊须弥地图：无聊自由度：也就能在地图上跑一跑资源获取：难，反正扣死了叙事：也就几个支线能看，其他全部剧情dinner交互丰富度：低成长体验：太肝，数值获取特别不稳定合作体验：没有合作剧情丰富度：9+剧情丰富度网络优化：网络毫无问题肝氪度：反正我感觉你得充个月卡才能玩打击感：挺拉可玩性：前期还行，后期贼无聊，可玩性太低画面音乐：一般运营服务：sha 乱建议：别玩
34133095,带带我.,2022-11-18 14:05:14,0,5,云原神有的时候很卡.
34132986,悸动溺于春色,2022-11-18 13:57:17,0,5,神之嘴
34132783,修修勾,2022-11-18 13:41:55,85537,1,uid:114435413可查60级从开服玩到现在，一共才10个限定角色，其中7个大保底，每次歪都能让我痛一天，游戏制作各方面都很好但是？我除了一个申鹤50其他大小保底没少过70抽，每天肝肝肝，委托基本没漏下过，天天看着别人摆烂小保底不歪双黄，自己辛辛苦苦打个然米哈游割韭菜，也并不是说这游戏没角色就玩不了，我现在全拿四星打深渊照样过，但是我为了自己喜欢的角色辛辛苦苦肝几个月缺得不到回报，甚至过生日的时候能被米哈游送大凶签，那次甘雨也把我歪的气炸了。现在，我慢慢发现，玩游戏最开始的目的不是为了放松吗？为什么要为了这些东西给米哈游割韭菜（氪了300左右，以前玩游戏没超过氪50的），弃坑了。。唉真的不想被这样的抽卡机制折磨了
34132752,最美不过瞬间,2022-11-18 13:39:56,0,3,玩了半个多月，游戏地图是真大，开放世界不差，能满足风景党需求，探索性强，基本除了任务就是跑地图，打怪开宝箱，大佬很多，都带人，除了任务，这东西是真烧脑，本来地图就大，还有山洞，地洞，很多任务压根找不到洞口，也没太多提示（地图画一个圈圈的范围），我肝到森林书就想死了，头发都白了，抽卡全看原石，原石就是任务，所以我弃了，脑细胞真受不了，毕竟干啥都去查攻略也挺麻烦的&hellip;
34132744,毒蛇咬毒蛇,2022-11-18 13:39:17,0,5,是18 GB的内存吗？我就问问
34132727,太难了,2022-11-18 13:37:55,0,4,玩了很久了，这个游戏真的好玩，但扣一星是因为圣遗物和抽卡，太非了，说实在的，就是不氪不行，除了这一点，别的做得是真的很好。希望能认识更多人uid201102739
34132646,阿巴阿巴,2022-11-18 13:32:15,58651,5,uid 111290562萌新求带刷材料
34132642,杉銮,2022-11-18 13:31:50,21315,4,自由是真自由，不过感觉差了一点吸引性，还有太单调了，有点肝不下去
34132530,龍,2022-11-18 13:22:05,0,5,游戏体验非常好
34132506,不歪迪卢克和琴团长,2022-11-18 13:20:36,0,1,真的有病吧，我给神子肝了一个月半的原石，拢共也该有两万多，为了把神子强度抬一抬，抽了小草神（没歪），剩九千多，又肝到一万二神子！歪了！我还怕舱检，提前把海灵芝都给融了，又在神社抽，还定轨公子的专武。这**还歪什么啊？出了神子我只会更爱这个游戏，我只会在线时间更长，歪***歪了我也不会氪，只会摆烂卸载
34132490,枫叶旧,2022-11-18 13:19:12,42408,1,玩了很久的，去年六月份入坑，很遗憾没有参与到去年的海岛，这个游戏还是有很多吸引我的地方的，但是自从今年的海岛开始，我就开始感觉很心累，对这个游戏，也对这个剧情，剧情越来越长，森林书真的很难捱，但是不做森林书甚至连地图都开不完，到了沙漠就更累了，不做剧情，别说地图，解密都不能完成（权限不足），对我来说，我喜欢开锚点，我感觉现在的模式已经变了，再也不是之前宣传的那样了，开放性游戏的性质我感觉变了，剧情越来越长，疲惫感太重了，我真的玩不下去了，今天下回来也只是为了给公子抽一个专武，也算是画一个完整的句号吧，这个游戏真的带给了我很多快乐，但是，真的累了，玩不动了，那就这样告别吧（附图是自己的账号等级和活跃天数，避免被当成水军）
34132477,铃屋什造,2022-11-18 13:18:34,0,1,新四星出货概率绝对有问题，每次都是新四星在池子里根本就抽不到
34132458,淑男～也疯狂,2022-11-18 13:17:11,0,5,这个游戏挺好的，就是有点费肝，建议官方把福利放多一点。
30356951,临夏ike,2022-11-18 13:16:53,0,4,美工很棒，游戏内表现各种文化活动也有意思，剧情效果忽高忽低（多数都是很有意思，特别是结合生活贴合生活有情感共鸣），很多地方的设计都很喜欢但是，角色玩法技能设计上能不能不那么敷衍或者下毒，类似狐狸的垃圾天赋开大摧毁杀生樱的debuff是干嘛的，心海少了暴击率还有其它补偿，我寻思狐狸伤害也不炸裂需要外加debuff天赋来恶心人吗，还有迪卢克和命座加攻速相斥的重击减体力天赋，迪卢克有人会拿重击输出吗？可以是不那么用得上的天赋，但这样瞎搞一个完全用不上或是直接上debuff真的恶心。扣一星，希望以后能出天赋替换类物品拯救吧总体来说还是很喜欢的，如果不怎么在意角色玩法或者喜欢的角色刚好是没被下毒的话原神是个很好的娱乐选择。&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;希望岩系反应改改，岩系角色和其它元素角色组队的匹配性太低了，风系有聚怪有40减抗，岩系有什么磐岩也不好用啊，结晶反应的盾太垃还得老实带个生存位（治疗或者护盾）角色。还有池子出个可以拉黑角色的功能吧，七七这个角色是真的自身机制都不完整抽出来真的泪崩了好嘛。七七就真的只剩可爱了&hellip;出个0命还好，出了七七命座的话是真的痛
34132452,.,2022-11-18 13:16:39,0,2,闪退，进去就闪退
34132415,Niko,2022-11-18 13:13:46,52293,1,这次新活动的剧情太8抽象了 给我尬的 下午怒氪328抽公子喜提迪卢克三命 花钱给自己找罪受 先给个一星好评 期待能有更逆天的表现
34132409,aik,2022-11-18 13:13:23,0,4,还是不错的，但是抽卡这方面歪的概率太大了&hellip;&hellip;满命的莫娜七七&hellip;次次大保底，迪卢克4命，琴2命
34132310,拾年,2022-11-18 13:06:48,2,5,好玩！！！！
34132173,锦鲤,2022-11-18 12:54:55,40983,3,游戏是好游戏啊 开放世界 角色 剧情都做的很好 单论一个抽卡吧 咱就不说那十连双金三金四金了 从我开始玩原神以来 次次保底八十抽 次次必歪小保底 我玩原神 经常一玩一下午甚至玩到半夜 但是你连歪什么意思？？？次次up角色抽满一百六什么意思？？？真的很难过你知道不 别的人 偶尔上号玩一下 甚至很久不玩突然上线抽卡都能抽到 凭什么我一个天天玩的抽不到 有欧必有非 他们的欧都是我们的非垫起来的是吧 有时候是真的不想退游 很喜欢这个游戏 也太寒心 还在考虑退不退游 希望官方能看到这条
